article_id,detail_desc,hn_article_id,hn_detail_desc,category_name,positive_cat_value,hnegative_cat_value,enhanced_query
823277001,Wide blouse in a patterned weave with elastication and decorative gathers around the neckline and a small frilled collar. Long raglan sleeves with wide smocking and a small frill trim at the cuffs.,645916003.0,"Off-the-shoulder jumper in soft, fine-knit cotton with narrow shoulder straps and long raglan sleeves. Ribbing around the neckline, cuffs and hem, and a decorative seam with glittery thread at the side.",department_name,Woven top,Young Girl Knitwear,Wide blouse in a patterned weave with elastication and decorative gathers around the neckline and a small frilled collar. Long raglan sleeves with wide smocking and a small frill trim at the cuffs.. It has to be Woven top and not Young Girl Knitwear.
823317005,"Short dress in an airy, patterned weave with a small frilled collar and V-neck opening with ties at the front. Long, raglan balloon sleeves with a covered button at the cuffs, a gathered seam at the waist and a flared skirt. Jersey lining.",745816001.0,"Blouse in a cotton weave with a V-neck, wrapover front that ties at the hem, a gathered yoke and 3/4-length sleeves with buttoned cuffs.",department_name,Dress,Blouse,"Short dress in an airy, patterned weave with a small frilled collar and V-neck opening with ties at the front. Long, raglan balloon sleeves with a covered button at the cuffs, a gathered seam at the waist and a flared skirt. Jersey lining.. It has to be Dress and not Blouse."
823359004,"Calf-length, A-line skirt in washed cotton denim with a soft finish. High waist, zip fly and button, a coin pocket, front and back pockets, and a raw-edge hem.",,,department_name,Denim Other Garments,Other Accessories,
823659001,"Pyjama shorts in soft jersey made from a cotton blend with an elasticated, drawstring waist.",523160004.0,Sleeveless top in jersey crêpe with an opening at the top with a tie detail at the neck and a seam down the front.,department_name,Jersey,Jersey,"Pyjama shorts in soft jersey made from a cotton blend with an elasticated, drawstring waist.. It has to be Jersey and not Jersey."
823677001,Jewellery set with an adjustable metal ring and necklace. Necklace with a chain and pendant. Adjustable length of necklace 39-47 cm.,643220002.0,Jumper knitted in a cotton-blend with a cable-knit front and ribbing around the cuffs and hem.,department_name,Girls Small Acc/Bags,Young Boy Knitwear,Jewellery set with an adjustable metal ring and necklace. Necklace with a chain and pendant. Adjustable length of necklace 39-47 cm.. It has to be Girls Small Acc/Bags and not Young Boy Knitwear.
823707001,"Oversized shirt in a cotton weave with a collar, V-neck opening at the front and a yoke at the back. Buttons down the front, an open chest pocket, dropped shoulders, long sleeves with buttoned cuffs, and a gently rounded hem.",685604056.0,"Swim shorts in a patterned weave with an elasticated drawstring waist, side pockets and a back pocket with a hook and loop fastening. Mesh inner shorts.",department_name,Divided+,Swimwear,"Oversized shirt in a cotton weave with a collar, V-neck opening at the front and a yoke at the back. Buttons down the front, an open chest pocket, dropped shoulders, long sleeves with buttoned cuffs, and a gently rounded hem.. It has to be Divided+ and not Swimwear."
823728001,"Trousers in corduroy made from a cotton and modal blend with a regular waist, concealed hook-and-eye fastener and zip fly. Diagonal side pockets, welt back pockets and gently tapered legs.",,,department_name,Trouser,Baby Girl Knitwear,
823791009,"Gently fitted, single-breasted jacket in woven fabric with notch lapels, jetted front pockets, long sleeves with decorative buttons at the cuffs, and a single back vent. Lined.",843940003.0,Leggings in soft jersey with a wide panel at the waist for best fit over the tummy. The cotton content of the leggings is organic.,department_name,Suit,Jersey,"Gently fitted, single-breasted jacket in woven fabric with notch lapels, jetted front pockets, long sleeves with decorative buttons at the cuffs, and a single back vent. Lined.. It has to be Suit and not Jersey."
824063001,"Sports jacket in sturdy jersey with sections in a double layer of woven fabric on the hood and sleeves. Mesh-lined hood with a drawstring, and a taped zip down the front with a chin guard. Long raglan sleeves with a mesh section and elastication at the cuffs. Large side pockets with a concealed zip in the side seams. Gently rounded and slightly longer at the back. Regular Fit.",786207002.0,"Santa costume in fleece with long sleeves, press-studs at the back and a matching Santa hat.",department_name,Men Sport Woven,Baby Toys/Acc,"Sports jacket in sturdy jersey with sections in a double layer of woven fabric on the hood and sleeves. Mesh-lined hood with a drawstring, and a taped zip down the front with a chin guard. Long raglan sleeves with a mesh section and elastication at the cuffs. Large side pockets with a concealed zip in the side seams. Gently rounded and slightly longer at the back. Regular Fit.. It has to be Men Sport Woven and not Baby Toys/Acc."
824148001,"Soft, non-wired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a hook-and-eye fastening at the back, and a wide lace trim at the hem.",620910005.0,Baby Exclusive. Tube scarf knitted in a soft cotton and silk blend.,department_name,Expressive Lingerie,Baby Exclusive,"Soft, non-wired bra in lace with removable inserts that shape the bust and provide good support. Adjustable shoulder straps, a hook-and-eye fastening at the back, and a wide lace trim at the hem.. It has to be Expressive Lingerie and not Baby Exclusive."
824150001,"Hat in soft, rib-knit chenille.",694131028.0,T-shirt in soft cotton jersey with a print motif.,department_name,Knit & Woven,Young Girl Jersey Fancy,"Hat in soft, rib-knit chenille.. It has to be Knit & Woven and not Young Girl Jersey Fancy."
824249001,"Cropped, boxy-style sports top in sweatshirt fabric made from a cotton blend with dropped shoulders and long sleeves. Ribbing around the neckline and cuffs, and a drawstring at the hem.",,,department_name,Ladies Sport Bras,Young Girl Shoes,
824297003,"Vest top in soft, ribbed cotton jersey with decorative buttons at the top and an overlocked hem.",730869001.0,"Padded mittens in windproof, water-repellent functional fabric with sewn-on appliqués and a print at the top. Elasticated seam at the wrists, inner ribbing and a plastic hook-and-eye fastener to keep the mittens together. Thinsulate™ lining.",department_name,Kids Girl Jersey Fancy,Kids Girl Big Acc,"Vest top in soft, ribbed cotton jersey with decorative buttons at the top and an overlocked hem.. It has to be Kids Girl Jersey Fancy and not Kids Girl Big Acc."
824334003,"Short dungaree shorts in washed, stretch denim with a chest pocket and adjustable straps. Buttons at the sides, a fake fly, fake front pockets, real back pockets and sewn-in turn-ups at the hems.",218829015.0,"Gloves in soft, supple leather. Lined.",department_name,Shorts,Gloves/Hats,"Short dungaree shorts in washed, stretch denim with a chest pocket and adjustable straps. Buttons at the sides, a fake fly, fake front pockets, real back pockets and sewn-in turn-ups at the hems.. It has to be Shorts and not Gloves/Hats."
824360001,"Shirt in a soft viscose weave with a collar, buttons down the front and yoke front and back. Flap chest pockets, long sleeves with buttoned cuffs, and a tie belt at the waist.",781381004.0,"Cigarette trousers in a stretch weave with a high waist, concealed zip in one side and ankle-length legs with sewn-in creases.",department_name,Tops Woven,Trouser,"Shirt in a soft viscose weave with a collar, buttons down the front and yoke front and back. Flap chest pockets, long sleeves with buttoned cuffs, and a tie belt at the waist.. It has to be Tops Woven and not Trouser."
824430005,"Straight-cut T-shirt in soft, printed cotton jersey with a narrow trim around the neckline.",806179001.0,"Top in soft, patterned cotton jersey with decorative gathers at the top of the front and narrow shoulder straps with a decorative bow.",department_name,Young Boy Jersey Fancy,Kids Girl Jersey Fancy,"Straight-cut T-shirt in soft, printed cotton jersey with a narrow trim around the neckline.. It has to be Young Boy Jersey Fancy and not Kids Girl Jersey Fancy."
824467001,Sun hats in an airy cotton weave with ties under the chin. Width of brim 4.5 cm. Lined.,615375002.0,"Fitted top in soft jersey with short sleeves with sewn-in turn-ups, a chest pocket and gathers in the sides for best fit over the tummy.",department_name,Baby Toys/Acc,Jersey,Sun hats in an airy cotton weave with ties under the chin. Width of brim 4.5 cm. Lined.. It has to be Baby Toys/Acc and not Jersey.
824475001,Sun hats in an airy cotton weave with ties under the chin. Width of brim 4 cm.,348330045.0,Sleeveless bodysuits in soft organic cotton jersey with press-studs at the crotch.,department_name,Baby Toys/Acc,Baby basics,Sun hats in an airy cotton weave with ties under the chin. Width of brim 4 cm.. It has to be Baby Toys/Acc and not Baby basics.
824497001,"Pyjamas with a long top in lightweight sweatshirt fabric and pair of leggings in jersey. Top with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Leggings with an elasticated waist.",630911002.0,"Gloves in a soft, fine knit with ribbed cuffs.",department_name,Nightwear,Kids Boy Big Acc,"Pyjamas with a long top in lightweight sweatshirt fabric and pair of leggings in jersey. Top with dropped shoulders, long sleeves and ribbing around the neckline, cuffs and hem. Leggings with an elasticated waist.. It has to be Nightwear and not Kids Boy Big Acc."
824502006,"T-shirt in soft, printed cotton jersey with a narrow trim around the neckline.",851936002.0,Short-sleeved tops in soft jersey with gathers in the sides for best fit over the tummy. The cotton content of the tops is organic.,department_name,Young Boy Jersey Fancy,Jersey,"T-shirt in soft, printed cotton jersey with a narrow trim around the neckline.. It has to be Young Boy Jersey Fancy and not Jersey."
824526004,Longer-style jacket in woven fabric with notch lapels and welt front pockets with a flap. Lined.,829204001.0,"All-in-one pyjamas in soft, organic cotton jersey with press-studs down the front and along one leg, and ribbing at the cuffs and hems.",department_name,Suit jacket,Baby Nightwear,Longer-style jacket in woven fabric with notch lapels and welt front pockets with a flap. Lined.. It has to be Suit jacket and not Baby Nightwear.
